ST_NAME,DIST_NAME,AC_NO,CITYNAME,POPULATION,LON_CITY,LAT_CITY
Jharkhand,Dhanbad,42,JORAPOKHAR,83081,86.36,23.79
Jharkhand,Dhanbad,43,KATRAS,49898,86.2833333,23.8
Jharkhand,Dhanbad,40,KENDUADIH,8144,86.3833333,23.7833333
West Bengal,Puruliya,246,LOYABAD,31875,86.67,23.665
Jharkhand,Dhanbad,43,MALKERA,9558,86.3,23.7833333
Jharkhand,Dhanbad,39,NIRSA,13554,86.7166667,23.7833333
Jharkhand,Dhanbad,41,PATHARDIH,38535,86.4333333,23.6666667
Jharkhand,Dhanbad,43,SIJUA,29049,86.3166667,23.7833333
Jharkhand,Dhanbad,38,SINDRI,74900,86.49,23.68
Jharkhand,Dhanbad,41,TISRA,52204,86.42,23.73
Jharkhand,Dhanbad,42,TOPCHANCHI,5261,86.2,23.9
Jharkhand,Dumka,10,DUMKA,43790,87.25,24.2666667
Jharkhand,Jamtara,9,JAMTARA,21863,86.8,23.95
Jharkhand,Jamtara,9,MIHIJAM,32044,86.8666667,23.8666667
Jharkhand,Giridih,31,GIRIDIH,96097,86.3,24.1833333
Jharkhand,Godda,17,GODDA,36079,87.2166667,24.8333333
Jharkhand,Gumla_Simdega,70,SIMDEGA,33110,84.5166667,22.6166667
Jharkhand,Hazaribag,23,BARKAKANA,16448,85.4833333,23.6166667
Jharkhand,Hazaribag,25,HAZARIBAG,124052,85.35,23.9833333
Jharkhand,Giridih,29,Hesla,5713,85.8833333,24.0666667
Jharkhand,Hazaribag,24,Kuju,17596,85.5,23.7166667
Jharkhand,Hazaribag,22,Patratu,31326,85.2833333,23.6666667
Jharkhand,Hazaribag,23,RAMGARHCANTONMENT,71613,85.51,23.63
Jharkhand,Hazaribag,22,Saunda,82904,85.37,23.64
Jharkhand,Kodarma,19,JHUMRITILAIYA,67702,85.6,24.47
Jharkhand,Kodarma,19,KODARMA,16729,85.6,24.4666667
Jharkhand,Gumla,68,GUMLA,38792,84.55,23.05
Jharkhand,Lohardaga,72,LOHARDAGA,45045,84.6833333,23.4333333
Jharkhand,Sahibganj_Pakaur,5,PAKAUR,35111,87.85,24.6333333
Jharkhand,Latehar,73,BARWADIH,7017,84.1166667,23.8333333
Jharkhand,Palamu_Garhwa,76,DALTONGANJ,69519,84.0666667,24.0333333
Jharkhand,Latehar,74,LATEHAR,18588,84.5,23.75
Jharkhand,Saraikela_Pachim Singhbhum,57,ADITYAPUR,116231,86,22.81
Jharkhand,Pachim Singhbhum,52,CHAIBASA,62019,85.8166667,22.5666667
Jharkhand,Pachim Singhbhum,56,CHAKRADHARPUR,37390,85.6333333,22.7
Jharkhand,Pachim Singhbhum,54,GUA,10617,85.3833333,22.2
Jharkhand,Saraikela,51,KANDRA,6644,86.05,22.85
Jharkhand,Saraikela_Pachim Singhbhum,57,KHARSAWAN,6619,85.8333333,22.8
Jharkhand,Pachim Singhbhum,54,KIRIBURU,9305,85.35,22.14
Jharkhand,Pachim Singhbhum,54,NOAMUNDI,15821,85.5333333,22.15
Jharkhand,Saraikela_Pachim Singhbhum,57,SINI,6326,85.926,22.812
Jharkhand,Purbi Singhbhum,48,BAGBERA,65417,86.2,22.82
Jharkhand,Purbi Singhbhum,44,CHAKULIA,13970,86.7166667,22.4833333
Jharkhand,Purbi Singhbhum,45,GHATSHILA,36900,86.4833333,22.6
Jharkhand,Purbi Singhbhum,47,JADUGORA,18526,86.2519444,22.6991666
Jharkhand,Purbi Singhbhum,48,JAMSHEDPUR,556048,86.1833333,22.8
Jharkhand,Purbi Singhbhum,49,JUGSALAI,44906,86.1833333,22.7666667
Jharkhand,Purbi Singhbhum,48,MANGO,161926,86.21,22.85
Jharkhand,Purbi Singhbhum,45,MUSABANI,33042,86.45,22.5166667
Jharkhand,Ranchi,58,BUNDU,18041,85.5833333,23.1833333
Jharkhand,Ranchi,65,KANKE,15984,85.3166667,23.4333333
Jharkhand,Ranchi,60,KHUNTI,28537,85.2833333,23.0833333
Jharkhand,Ranchi,61,MURI,11698,85.8666667,23.3666667
Jharkhand,Ranchi,64,RANCHI,825230,85.3333333,23.35
Jharkhand,Sahibganj_Godda,2,SAHIBGANJ,78119,87.62,25.25
Karnataka,Bagalkot *,23,BADAMI,25202,75.68736,15.91755
Karnataka,Bagalkot *,24,BAGALKOT,89299,75.69694,16.1858
Karnataka,Bagalkot *,23,GULEDGUDDA,33138,75.8,16.05
Karnataka,Bagalkot *,25,HUNGUND,17582,76.05,16.0666667
Karnataka,Bagalkot *,25,ILKAL,50627,76.15081,15.94487
Karnataka,Bagalkot *,21,JAMKHANDI,56435,75.29357,16.50844
Karnataka,Bagalkot *,23,KERUR,16774,75.55341,16.02563
Karnataka,Bagalkot *,20,MAHALINGPUR,30087,75.11553,16.38656
Karnataka,Bagalkot *,19,MUDHOL,41378,75.28389,16.34409
Karnataka,Bagalkot *,20,RABKAVIBANHATTI,68480,75.09814,16.47636
Karnataka,Bagalkot *,20,TERDAL,23049,75.05141,16.49206
Karnataka,Bangalore,177,ANEKAL,32228,77.7,12.7
Karnataka,Bangalore,162,BANGALORE,4184603,77.5833333,12.9833333
Karnataka,Bangalore,160,BOMMANAHALLI,196174,77.63,13.01
Karnataka,Bangalore,167,BYATARAYANAPURA,176394,77.54,12.951389
Karnataka,Bangalore,153,DASARAHALLI,257025,77.49,13.01
Karnataka,Bangalore,177,HEBBAGODI,12084,77.7808333,12.8258333
Karnataka,Bangalore,153,HEROHALLI,17613,77.4888888,12.9908333
Karnataka,Bangalore Rural,179,KADGODI,8899,77.76,13.14
Karnataka,Bangalore,153,KENGERI,41323,77.4833333,12.9
Karnataka,Tumkur,138,KODIGENAHALLI,5311,77.3902778,13.72
Karnataka,Bangalore,176,KOTHNUR,20312,77.5769444,12.8763888
Karnataka,Bangalore,174,KRISHNARAJAPURA,182752,77.74,12.97
Karnataka,Bangalore,174,MAHADEVAPURA,132197,77.6925,12.996667
Karnataka,Bangalore,154,PATTANAGERE,93367,77.511667,12.919722
Karnataka,Bangalore,150,YELAHANKA,90924,77.6002778,13.1075
Karnataka,Bangalore Rural,185,CHANNAPATNA,62671,77.2166667,12.65
Karnataka,Bangalore Rural,179,DEVANHALLI,22641,77.6991667,13.2325
Karnataka,Bangalore Rural,180,DODBALLAPUR,69606,77.5430556,13.2919444
Karnataka,Bangalore Rural,178,HOSKOTE,35073,77.7983333,13.0669444
Karnataka,Bangalore Rural,184,KANAKAPURA,46037,77.4166667,12.55
Karnataka,Bangalore Rural,182,MAGADI,24404,77.2333333,12.9666667
Karnataka,Bangalore Rural,181,NELAMANGALA,22250,77.39,13.1022222
Karnataka,Bangalore Rural,183,RAMANAGARAM,75847,77.3,12.7166667
Karnataka,Bangalore Rural,179,VIJAYAPURA,28879,77.8,13.29
Karnataka,Belgaum,3,ATHNI,38417,75.0666667,16.7333333
Karnataka,Belgaum,16,BAILHONGAL,42180,74.8666667,15.8166667
Karnataka,Belgaum,11,BELGAUMCANTONMENT,389580,74.5,15.8666667
Karnataka,Belgaum,6,CHIKODI,32218,74.6,16.4333333
Karnataka,Belgaum,9,GOKAK,65478,74.8333333,16.1666667
Karnataka,Belgaum,9,GOKAKFALLS,10145,74.81,16.16
Karnataka,Belgaum,5,HIDKAL,5523,74.97,16.4
Karnataka,Belgaum,7,HUKERI,19639,74.6,16.2333333
Karnataka,Belgaum,14,KHANAPUR,16369,74.52,15.63
Karnataka,Belgaum,9,KONNUR,17647,74.85,16.16
Karnataka,Belgaum,5,KUDCHI,19982,74.85,16.6333333
Karnataka,Belgaum,14,LONDA,6306,74.4,15.54
Karnataka,Belgaum,8,MUDALGI,29544,74.96,16.36
Karnataka,Belgaum,1,NIPANI,57382,74.3833333,16.4
Karnataka,Belgaum,18,RAMDURG,31597,75.31,15.94
Karnataka,Belgaum,6,RAYBAG,15531,74.7833333,16.4833333
Karnataka,Belgaum,2,SADALGI,19692,74.55,16.5666667
Karnataka,Belgaum,7,SANKESHWAR,31941,74.4833333,16.2666667
Karnataka,Belgaum,17,SAUNDATTIYELLAMMA,37671,75.1166667,15.7833333
Karnataka,Bellary,94,BELLARY,308986,76.9333333,15.15
Karnataka,Bellary,88,HADAGALLI,22886,75.95,15.017
Karnataka,Bellary,90,HOSPET,159189,76.4,15.2666667
Karnataka,Bellary,90,KAMALAPURAM,21671,76.5076,15.3114
Karnataka,Bellary,91,KAMPLI,35008,76.6166667,15.4
Karnataka,Bellary,89,KOTTURU,22290,76.23,14.83
Karnataka,Bellary,96,KUDLIGI,21307,76.3833333,14.9
Karnataka,Bellary,95,SANDUR,26908,76.55,15.1
Karnataka,Bellary,92,SIRUGUPPA,41544,76.9,15.6333333
Karnataka,Bellary,92,TEKKALAKOTA,23049,76.8833333,15.5333333
Karnataka,Bidar,52,AURAD,15783,77.4333333,18.25
Karnataka,Bidar,47,BASAVAKALYAN,56904,76.95,17.8666667
Karnataka,Bidar,51,BHALKI,34177,77.21,18.03
Karnataka,Bidar,50,BIDAR,167977,77.55,17.9
Karnataka,Bidar,48,CHITGOPPA,23533,77.27,17.65
Karnataka,Bidar,48,HOMNABAD,35234,77.1333333,17.7666667
Karnataka,Bijapur,28,BASAVANABAGEVADI,27970,75.9666667,16.5833333
Karnataka,Bijapur,30,BIJAPUR,239779,75.7,16.8333333
Karnataka,Bagalkot *,25,HUNGUD,19494,76.06,16.06
Karnataka,Bijapur,32,INDI,30780,75.9666667,17.1666667
Karnataka,Bijapur,26,MUDDEBIHAL,27290,76.1333333,16.3333333
Karnataka,Bijapur,33,SINDGI,26292,76.2333333,16.9166667
Karnataka,Bijapur,26,TALIKOTA,25747,76.3166667,16.4833333
Karnataka,Chamrajnagar*,223,CHAMRAJNAGAR,59285,76.95,11.9166667
Karnataka,Chamrajnagar*,224,GUNDLUPET,25706,76.68921,11.81586
Karnataka,Chamrajnagar*,222,KOLLEGAL,51134,77.11359,12.1306
Karnataka,Chamrajnagar*,222,YELANDUR,8367,77.05273,12.03585
Karnataka,Chikmagalur,126,AJJAMPUR,11093,76.0094444,13.7280556
Karnataka,Chikmagalur,127,BIRUR,22336,75.9666667,13.6166667
Karnataka,Chikmagalur,125,CHIKMAGALUR,96023,75.7833333,13.3166667
Karnataka,Chikmagalur,127,KADUR,30212,76.0130556,13.5533333
Karnataka,Mandya,191,KOPPA,5105,76.9472222,12.7094444
Karnataka,Chikmagalur,124,MUDIGERE,8855,75.6333333,13.1333333
Karnataka,Chikmagalur,123,NARASIMHARAJAPURA,7343,75.5166667,13.6166667
Karnataka,Chikmagalur,126,TARIKERE,33081,75.8166667,13.7166667
Karnataka,Chitradurga,98,CHALLAKERE,47873,76.65,14.3166667
Karnataka,Chitradurga,99,CHITRADURGA,119520,76.4,14.2333333
Karnataka,Chitradurga,100,HIRIYUR,47508,76.6191667,13.9455556
Karnataka,Chitradurga,102,HOLALKERE,14316,76.1833333,14.0333333
Karnataka,Chitradurga,101,HOSDURGA,21893,76.2861111,13.7980556
Karnataka,Davangere*,108,MAYAKONDA,6623,76.0833333,14.2833333
Karnataka,Udupi *,118,BAINDURU,20883,74.6333333,13.8666667
Karnataka,Dakshina Kannada,205,BANTWAL,36569,75.04,12.91
Karnataka,Shimoga,117,BELTANGADI,7118,75.3,13.9833333
Karnataka,Udupi *,119,KUNDAPUR,36069,74.696594,13.632652
Karnataka,Dakshina Kannada,203,MANGALORE,388747,74.8833333,12.8666667
Karnataka,Dakshina Kannada,201,MUDIBIDRI,24498,74.98,13.08
Karnataka,Dakshina Kannada,201,MULKI,16152,74.8,13.1
Karnataka,Dakshina Kannada,206,PUTTUR,45163,75.2,12.77
Karnataka,Dakshina Kannada,207,SULYA,17574,75.3833333,12.5666667
Karnataka,Udupi *,120,TONSEWEST,10335,74.72,13.4
Karnataka,Dakshina Kannada,204,ULLAL,48611,74.85,12.8
Karnataka,Davangere*,109,CHANNAGIRI,18052,75.9245,14.02972
Karnataka,Davangere*,107,DAVANAGERE,354658,75.91,14.45
Karnataka,Davangere*,105,HARIHAR,74156,75.80853,14.51534
Karnataka,Davangere*,104,HARPANAHALLI,40838,75.96158,14.76369
Karnataka,Davangere*,110,HONNALI,15183,75.65497,14.21776
Karnataka,Davangere*,103,JAGALUR,14371,76.33501,14.50088
Karnataka,Dharwad,75,ALNAVAR,16096,74.7333333,15.4333333
Karnataka,Dharwad,69,ANNIGERI,25661,75.4333333,15.4333333
Karnataka,Haveri *,85,Byadgi,25097,75.49066,14.68041
Karnataka,Haveri *,84,Haveri,54736,75.39806,14.79821
Karnataka,Dharwad,74,Hubli Dharwad,771021,75.01,15.46
Karnataka,Dharwad,75,Kalghatgi,14308,74.9666667,15.1833333
Karnataka,Dharwad,70,Kundgol,16611,75.25,15.25
Karnataka,Dharwad,69,Navalgund,21906,75.3666667,15.5666667
Karnataka,Gadag *,66,Gadag-Betigeri,150966,75.63,15.44
Karnataka,Gadag *,67,Gajendragarh,27519,75.96119,15.73377
Karnataka,Gadag *,65,Lakshmeshwar,32573,75.4666667,15.1333333
Karnataka,Gadag *,66,Mulgund,17623,75.52822,15.28318
Karnataka,Gadag *,67,Mundargi,19808,75.85659,15.2077
Karnataka,Gadag *,67,NAREGAL,16234,75.81622,15.57988
Karnataka,Gadag *,68,NARGUND,31731,75.38279,15.72773
Karnataka,Gadag *,67,RON,21127,75.74423,15.70286
Karnataka,Gadag *,65,SHIRHATTI,15801,75.57912,15.22753
Karnataka,Gulbarga,34,AFZALPUR,18634,76.354103,17.200081
Karnataka,Gulbarga,46,ALAND,34317,76.5666667,17.5666667
Karnataka,Gulbarga,42,CHINCHOLI,16348,77.45,17.45
Karnataka,Gulbarga,40,CHITAPUR,26148,77.0833333,17.1166667
Karnataka,Gulbarga,45,GULBARGA,417199,76.8333333,17.3333333
Karnataka,Gulbarga,39,GURMATKAL,16569,77.39,16.86
Karnataka,Gulbarga,35,JEVARGI,18693,76.7666667,17.0166667
Karnataka,Gulbarga,41,KURGUNTA,8546,77.35,17.2
Karnataka,Gulbarga,41,Sedam,30585,77.2833333,17.1833333
Karnataka,Gulbarga,37,SHAHAPUR,29034,76.84,16.68
Karnataka,Gulbarga,36,SHORAPUR,42073,76.75,16.5166667
Karnataka,Gulbarga,38,YADGIR,57077,77.1333333,16.7666667
Karnataka,Hassan,199,ALUR,6004,75.96,12.93
Karnataka,Hassan,198,ARKALGUD,15001,76.0569444,12.765
Karnataka,Hassan,194,ARSIKERE,42043,76.2561111,13.3138889
Karnataka,Hassan,194,BANAVAR,8043,76.1683333,13.4136111
Karnataka,Hassan,195,BELUR,19856,75.88,13.14
Karnataka,Hassan,193,CHANNARAYAPATTANA,32098,76.38102,12.90162
Karnataka,Hassan,199,GORUR,6363,76.0716667,12.8194444
Karnataka,Hassan,196,HASSAN,114442,76.0994444,13.0005556
Karnataka,Hassan,197,HOLENARSIPUR,26651,76.23,12.79
Karnataka,Hassan,198,KONANURU,9818,76.11,12.67
Karnataka,Hassan,199,SAKLESHPUR,22726,75.7833333,12.9666667
Karnataka,Hassan,193,SHRAVANBELGOLA,5219,76.4894444,12.8583333
Karnataka,Haveri *,82,HANGAL,24383,75.1308,14.77166
Karnataka,Haveri *,86,HIREKERUR,15475,75.3833333,14.4666667
Karnataka,Haveri *,87,RANIBENNUR,87347,75.6245,14.62706
Karnataka,Haveri *,83,SAVANUR,34669,75.33863,14.98237
Karnataka,Haveri *,83,SHIGGAON,23708,75.22778,14.99137
Karnataka,Kodagu,209,GONIKOPPAL,7104,75.91,12.17
Karnataka,Kodagu,208,KUSHALNAGAR,12823,75.9666667,12.4666667
Karnataka,Kodagu,208,MADIKERI,31913,75.7333333,12.4166667
Karnataka,Kodagu,209,PONNAMPET,6286,75.9333333,12.15
Karnataka,Kodagu,208,SOMVARPET,7205,75.8666667,12.6
Karnataka,Kodagu,209,VIRAJPET,14985,75.79,12.18
Karnataka,Kolar,140,BAGEPALLI,19159,77.7930556,13.7847222
Karnataka,Kolar,147,BANGARAPET,37601,78.19,13
Karnataka,Kolar,141,CHIKBALLAPUR,54112,77.7241667,13.4341667
Karnataka,Kolar,143,CHINTAMANI,63766,78.0666667,13.4
Karnataka,Kolar,139,GAURIBIDANUR,29994,77.5166667,13.6111111
Karnataka,Kolar,140,GUDIBANDA,8662,77.6983333,13.6694444
Karnataka,Kolar,148,KOLAR,109865,78.1333333,13.1333333
Karnataka,Kolar,149,MALUR,27027,77.9377778,13.0075
Karnataka,Kolar,140,MANCHENAHALLI,8174,77.8,13.63
Karnataka,Kolar,145,MULBAGAL,43095,78.4,13.1666667
Karnataka,Kolar,146,ROBERTSONPET,137751,78.2833333,12.9666667
Karnataka,Kolar,142,SIDLAGHATTA,39138,77.8627778,13.3880556
Karnataka,Kolar,144,SRINIVASPUR,22190,78.2166667,13.3333333
Karnataka,Koppal *,62,GANGAWATI,90910,76.5333333,15.4333333
Karnataka,Koppal *,64,KOPPAL,54867,76.15781,15.34574
Karnataka,Koppal *,60,KUSHTAGI,20648,76.19666,15.76573
Karnataka,Koppal *,63,YELBARGA,11150,76.0166667,15.6333333
Karnataka,Mandya,186,BELAKAVADI,9223,77.15,12.26
Karnataka,Mandya,191,BELLURU,7836,76.7444444,12.9911111
Karnataka,Mandya,186,HAVALLI,37772,77.05,12.37
Karnataka,Mysore,211,KRISHNARAJASAGARA,8444,76.3827778,12.4366667
Karnataka,Mandya,192,KRISHNARAJPET,21979,76.4883333,12.655
Karnataka,Mandya,187,MADDUR,25986,77.01,12.57
Karnataka,Mandya,186,MALAVALLI,34902,77.0833333,12.3833333
Karnataka,Mandya,189,MANDYA,130072,76.8958333,12.5241667
Karnataka,Mandya,191,NAGAMANGALA,15842,76.7575,12.8155556
Karnataka,Mandya,188,PANDAVAPURA,17998,76.6733333,12.5005556
Karnataka,Mandya,190,SHRIRANGAPATTANA,23288,76.7041667,12.4136111
Karnataka,Mysore,220,BANNUR,22587,76.8630556,12.3308333
Karnataka,Mysore,213,HEGGADDEVANKOTE,11610,76.29717,12.06246
Karnataka,Mysore,212,HUNSUR,42880,76.2877778,12.3075
Karnataka,Mysore,211,KRISHNARAJANAGARA,30117,76.38,12.42
Karnataka,Chamrajnagar*,221,MALAIMAHADESWARAHILL,6578,77.54,11.99
Karnataka,Mysore,216,MYSORE,723650,76.6497222,12.3072222
Karnataka,Mysore,214,NANJANGUD,47625,76.6827778,12.1197222
Karnataka,Mysore,210,PIRIYAPATNA,14601,76.0991667,12.3397222
Karnataka,Mysore,213,SARGUR,11286,76.4166667,11.9833333
Karnataka,Mysore,220,TIRUMAKUDALNARSIPUR,9926,76.9063889,12.21
Karnataka,Raichur,56,DEVADURGA,21160,76.96,16.39
Karnataka,Raichur,57,HATTI,12218,76.65,16.18
Karnataka,Raichur,57,HATTIGOLDMINES,14741,76.68,16.13
Karnataka,Raichur,57,LINGSUGUR,26635,76.5166667,16.1666667
Karnataka,Raichur,55,MANVI,36478,77.05,15.9833333
Karnataka,Raichur,57,MUDGAL,18614,76.4333333,16.0166667
Karnataka,Raichur,54,RAICHUR,200478,77.3666667,16.2
Karnataka,Raichur,58,SINDHNUR,59344,76.7666667,15.7833333
Karnataka,Shimoga,112,BHADRAVATI,156370,75.71166,13.8621
Karnataka,Shimoga,117,JOGFALLS,12638,74.82,14.15
Karnataka,Shimoga,111,KUMSI,6647,75.4,14.0666667
Karnataka,Davangere*,110,NYAMATI,10623,75.5833333,14.15
Karnataka,Shimoga,117,SAGAR,49263,75.03,14.17
Karnataka,Shimoga,115,SHIKARPUR,31008,75.35,14.26
Karnataka,Shimoga,113,SHIMOGA,267232,75.5666667,13.9166667
Karnataka,Shimoga,116,SIRALKOPPA,14244,75.22,14.37
Karnataka,Shimoga,116,SORAB,7506,75.1,14.3833333
Karnataka,Shimoga,114,TIRTHAHALLI,14624,75.2333333,13.7
Karnataka,Tumkur,128,CHIKNAYAKANHALLI,21838,76.6227778,13.4172222
Karnataka,Tumkur,135,GUBBI,16476,76.9444444,13.3105556
Karnataka,Tumkur,134,KORATAGERE,13411,77.2330556,13.5227778
Karnataka,Tumkur,131,KUNIGAL,29497,77.0266667,13.0222222
Karnataka,Tumkur,138,MADHUGIRI,25690,77.2091667,13.6605556
Karnataka,Tumkur,137,PAVAGADA,27009,77.2666667,14.1
Karnataka,Tumkur,136,SIRA,48070,76.9091667,13.7452778
Karnataka,Tumkur,129,TIPTUR,51713,76.4783333,13.2586111
Karnataka,Tumkur,132,TUMKUR,242359,77.1016667,13.3422222
Karnataka,Tumkur,130,TURUVEKERE,13040,76.6666667,13.164166700000001
Karnataka,Udupi *,122,KARKAL,24488,74.98453,13.21724
Karnataka,Udupi *,119,KUNDAPURA,27878,74.7,13.62
Karnataka,Udupi *,121,MALLAR,5900,74.78,13.15
Karnataka,Udupi *,119,SALIGRAM,14583,74.6903,13.55
Karnataka,Udupi *,120,UDUPI,110204,74.75,13.35
Karnataka,Uttara Kannada,77,ANKOLA,14224,74.3,14.6666667
Karnataka,Uttara Kannada,79,BHATKAL,31754,74.5666667,13.9666667
Karnataka,Uttara Kannada,76,DANDELI,53228,74.6166667,15.2666667
Karnataka,Uttara Kannada,76,HALIYAL,20370,74.7666667,15.3333333
Karnataka,Uttara Kannada,78,HONAVAR,17661,74.45,14.2833333
Karnataka,Uttara Kannada,77,KARWAR,61650,74.22,14.81
Karnataka,Uttara Kannada,78,KUMTA,27452,74.41,14.42
Karnataka,Uttara Kannada,81,MUNDGOD,15765,75.0333333,14.9666667
Karnataka,Uttara Kannada,80,SIRSI,57238,74.84,14.61
Karnataka,Uttara Kannada,81,YELLAPUR,17555,74.7166667,14.9666667
Karnataka,Tumkur,137,Y.N.HOSAKOTE,12015,77.17,14.25
Kerala,Alappuzha,104,ALAPPUZHA,172639,76.33,9.5
Kerala,Ernakulam,81,AROOKUTTY,17209,76.33,9.88
Kerala,Alappuzha,104,AROOR,34396,76.34,9.59
Kerala,Alappuzha,110,CHENGANNUR,25438,76.6333333,9.3333333
Kerala,Alappuzha,103,CHERTHALA,43971,76.33,9.69
Kerala,Alappuzha,108,KAYAMKULAM,65481,76.5,9.1833333
Kerala,Alappuzha,104,KOMALAPURAM,42195,76.33,9.52
Kerala,Ernakulam,80,MANNANCHERRY,31636,76.29,9.87
Kerala,Alappuzha,108,MAVELIKKARA,28425,76.51,9.25
Kerala,Ernakulam,75,ANGAMALY,33107,76.38,10.2
Kerala,Ernakulam,78,CHENDAMANGALAM,27999,76.21,10.18
Kerala,Ernakulam,77,EDATHALA,65453,76.32,10.03
Kerala,Ernakulam,77,KADUNGALLOOR,34562,76.3180555,10.1061111
Kerala,Ernakulam,79,KALAMASSERY,61591,76.27,10.05
Kerala,Ernakulam,79,KOCHI,581517,76.23,10.02
Kerala,Ernakulam,85,KOOTHATTUKULAM,21314,76.58,9.86
Kerala,Ernakulam,87,KOTHAMANGALAM,37002,76.6,10.06
Kerala,Ernakulam,78,KOTTUVALLY,36934,76.2547222,10.0905555
Kerala,Ernakulam,85,MARADU,39965,76.38,9.89
Kerala,Ernakulam,86,MUVATTUPUZHA,29062,76.58,9.98
Kerala,Ernakulam,78,PARAVUR,29302,76.22,10.15
Kerala,Ernakulam,74,PERUMBAVOOR,26355,76.48,10.12
Kerala,Ernakulam,85,PIRAVOM,31922,76.5,9.8666667
Kerala,Ernakulam,81,THRIPPUNITHURA,58379,76.35,9.94
Kerala,Ernakulam,83,VAZHAKKALA,41212,76.323611,10.013056
Kerala,Idukki,91,IDDUKKI,10932,76.98,9.91
Kerala,Idukki,90,THODUPUZHA,45636,76.71,9.91
Kerala,Kannur,10,AZHIKODENORTH,21449,75.359722,11.949722
Kerala,Kannur,10,AZHIKODESOUTH,23347,75.36,11.91
Kerala,Kannur,8,CHALA,15461,75.45,11.97
Kerala,Kannur,11,CHELORA,19328,75.42,11.85
Kerala,Kannur,10,CHIRAKKAL,42204,75.37,11.89
Kerala,Kannur,16,ERUVATTI,17812,75.67,11.98
Kerala,Kannur,13,KADACHIRA,17335,75.49,11.76
Kerala,Kannur,13,KADIRUR,28739,75.48,11.77
Kerala,Kannur,7,KALLIASSERY,27743,75.36,11.97
Kerala,Kannur,11,KANHIRODE,13806,75.43,11.93
Kerala,Kannur,8,KANNAPURAM,18526,75.35806,11.99574
Kerala,Kannur,11,KANNUR,62195,75.36594,11.86421
Kerala,Kannur,14,KOOTHUPARAMBA,29468,75.57,11.83
Kerala,Kannur,15,MATTANNUR,43920,75.58,11.93
Kerala,Kannur,12,MUZHAPPILANGAD,21355,75.45,11.8
Kerala,Kannur,10,PAPPINISSERI,33005,75.35,11.95
Kerala,Kannur,6,PAYYANNUR,68228,75.2,12.1
Kerala,Kannur,12,PERALASSERI,15756,75.51,11.82
Kerala,Kannur,14,PERINGATHUR,41023,75.5725,11.737222
Kerala,Kannur,13,PINARAYI,15710,75.51,11.78
Kerala,Kannur,8,TALIPARAMBA,66682,75.35,12.05
Kerala,Kannur,13,THALASSERY,96894,75.49,11.75
Kerala,Kannur,10,VALAPATTANAM,8159,75.3666667,11.9
Kerala,Kasaragod,4,KANHANGAD,63856,75.09,12.34
Kerala,Kasaragod,3,KASARAGOD,52421,75.000771,12.496549
Kerala,Kasaragod,2,KUDLU,22743,74.994444,12.523889
Kerala,Kasaragod,1,MANJESHWAR,8591,74.921753,12.7015
Kerala,Kollam,125,KOLLAM,352378,76.6,8.8833333
Kerala,Thiruvananthapuram,127,PARAVOOR,38500,76.7,8.78
Kerala,Kollam,121,PUNALUR,47130,76.9333333,9
Kerala,Kottayam,99,CHANGANASSERY,52008,76.54,9.45
Kerala,Kottayam,101,ERATTUPETTA,28697,76.7833333,9.7
Kerala,Kottayam,100,KANJIRAPPALLY,46886,76.78,9.56
Kerala,Kottayam,97,KOTTAYAM,59202,76.52,9.59
Kerala,Kottayam,93,PALAI,22563,76.68,9.72
Kerala,Kottayam,95,VAIKOM,22550,76.4,9.7666667
Kerala,Kozhikode,29,BEYPORE,65206,75.8166667,11.1833333
Kerala,Kozhikode,30,CHERUVANNUR,55679,75.84,11.21
Kerala,Kozhikode,29,FEROKE,28764,75.85,11.1833333
Kerala,Kozhikode,27,KOZHIKODE,425581,75.78,11.26
Kerala,Kozhikode,30,MAVOOR,27668,75.96,11.27
Kerala,Kozhikode,22,NADAPURAM,44641,75.6666667,11.7
Kerala,Kozhikode,30,PERUMANNA,28348,75.88,11.26
Kerala,Kozhikode,23,QUILANDY,67240,75.7,11.44
Kerala,Kozhikode,20,VADAKARA,73840,75.58,11.6
Kerala,Malappuram,40,MALAPPURAM,57023,76.06,11.07
Kerala,Malappuram,37,MANJERI,81605,76.11,11.12
Kerala,Malappuram,38,PERINTHALMANNA,44020,76.22,10.98
Kerala,Malappuram,48,PONNANI,82903,75.94,10.78
Kerala,Malappuram,45,TIRUR,53214,75.9166667,10.9
Kerala,Palakkad,54,MANNARKKAD,57532,76.46,11
Kerala,Palakkad,52,OTTAPPALAM,48700,76.3833333,10.7666667
Kerala,Palakkad,56,PALAKKAD,127458,76.65,10.78
Kerala,Palakkad,51,SHORANUR,40968,76.2833333,10.7666667
Kerala,Pathanamthitta,115,ADOOR,28217,76.72,9.17
Kerala,Pathanamthitta,113,PANDALAM,47793,76.66,9.25
Kerala,Pathanamthitta,113,PATHANAMTHITTA,37605,76.7833333,9.2666667
Kerala,Pathanamthitta,111,THIRUVALLA,56619,76.55,9.38
Kerala,Thiruvananthapuram,129,ATTINGAL,35334,76.8333333,8.6833333
Kerala,Thiruvananthapuram,130,NEDUMANGAD,55477,77,8.6
Kerala,Thiruvananthapuram,140,NEYYATTINKARA,63934,77.06,8.39
Kerala,Thiruvananthapuram,134,TRIVANDRUM,726066,76.9166667,8.4833333
Kerala,Thiruvananthapuram,128,VAKKOM,25462,76.79,8.68
